 shear		 lambda		 n		 m		 ts
---------------------------------------------------------------------------
 1  		 1.00e-02	 32 		 9   		 6.6667e-01
 1  		 1.00e-02	 64 		 9   		 6.6667e-01
 1  		 1.00e-02	 128		 9   		 6.6667e-01
 1  		 1.00e-02	 256		 9   		 6.6667e-01
 1  		 1.00e-01	 32 		 9   		 6.6667e-01
 1  		 1.00e-01	 64 		 9   		 6.6667e-01
 1  		 1.00e-01	 128		 9   		 6.6667e-01
 1  		 1.00e-01	 256		 9   		 6.6667e-01
 1  		 1.00e+00	 32 		 9   		 6.6667e-01
 1  		 1.00e+00	 64 		 9   		 6.6667e-01
 1  		 1.00e+00	 128		 9   		 6.6667e-01
 1  		 1.00e+00	 256		 9   		 6.6667e-01
 1  		 1.00e+01	 32 		 9   		 6.6667e-01
 1  		 1.00e+01	 64 		 9   		 6.6667e-01
 1  		 1.00e+01	 128		 9   		 6.6667e-01
 1  		 1.00e+01	 256		 9   		 6.6667e-01
 1  		 1.00e+02	 32 		 2218		 2.7051e-03
 1  		 1.00e+02	 64 		 808 		 7.4257e-03
 shear		 lambda		 n		 m		 ts
---------------------------------------------------------------------------
 10 		 1.00e-02	 32 		 9   		 6.6667e-02
 10 		 1.00e-02	 64 		 9   		 6.6667e-02
 10 		 1.00e-02	 128		 9   		 6.6667e-02
 10 		 1.00e-02	 256		 9   		 6.6667e-02
 10 		 1.00e-01	 32 		 9   		 6.6667e-02
 10 		 1.00e-01	 64 		 9   		 6.6667e-02
 10 		 1.00e-01	 128		 9   		 6.6667e-02
 10 		 1.00e-01	 256		 9   		 6.6667e-02
 10 		 1.00e+00	 32 		 9   		 6.6667e-02
 10 		 1.00e+00	 64 		 9   		 6.6667e-02
 10 		 1.00e+00	 128		 9   		 6.6667e-02
 10 		 1.00e+00	 256		 9   		 6.6667e-02
 10 		 1.00e+01	 32 		 14  		 4.2857e-02
 10 		 1.00e+01	 64 		 13  		 4.6154e-02
 10 		 1.00e+01	 128		 13  		 4.6154e-02
 10 		 1.00e+01	 256		 15  		 4.0000e-02
 10 		 1.00e+02	 32 		 3105		 1.9324e-04
 10 		 1.00e+02	 64 		 3105		 1.9324e-04
 10 		 1.00e+02	 128		 3105		 1.9324e-04
 10 		 1.00e+02	 256		 3105		 1.9324e-04
